LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
LOS ANGELES,9003449A,6663,62,Y,1158,TOTAL,354,174,127
LOS ANGELES,9003465A,6664,100,Y, ,POLLING PLACE,39,16,20
LOS ANGELES,9003465A,6664,100,Y, ,VBM PORTION,292,154,116
LOS ANGELES,9003465A,6664,100,Y,657,TOTAL,331,170,136
LOS ANGELES,9003469A,6665,140,Y, ,POLLING PLACE,40,22,17
LOS ANGELES,9003469A,6665,140,Y, ,VBM PORTION,159,83,59
LOS ANGELES,9003469A,6665,140,Y,587,TOTAL,199,105,76
LOS ANGELES,9003496A,1559,288,N, ,POLLING PLACE,26,15,7
LOS ANGELES,9003496A,1559,288,N, ,VBM PORTION,90,57,20
LOS ANGELES,9003496A,1559,288,N,1327,TOTAL,116,72,27
LOS ANGELES,9003549A,6669,175,Y, ,POLLING PLACE,86,69,15
LOS ANGELES,9003549A,6669,175,Y, ,VBM PORTION,330,251,54
LOS ANGELES,9003549A,6669,175,Y,1527,TOTAL,416,320,69
LOS ANGELES,9003552A,1560,157,N, ,POLLING PLACE,252,227,15
LOS ANGELES,9003552A,1560,157,N, ,VBM PORTION,297,264,21
LOS ANGELES,9003552A,1560,157,N,2005,TOTAL,549,491,36
LOS ANGELES,9003574A,6670,170,Y, ,POLLING PLACE,2,2,0
LOS ANGELES,9003574A,6670,170,Y, ,VBM PORTION,13,12,1
LOS ANGELES,9003574A,6670,170,Y,49,TOTAL,15,14,1
LOS ANGELES,9003600B,1561,116,N, ,POLLING PLACE,131,45,73
LOS ANGELES,9003600B,1561,116,N, ,VBM PORTION,663,414,185
LOS ANGELES,9003600B,1561,116,N,4116,TOTAL,794,459,258
LOS ANGELES,9003609A,6671,115,Y, ,POLLING PLACE,17,9,6
LOS ANGELES,9003609A,6671,115,Y, ,VBM PORTION,70,54,11
LOS ANGELES,9003609A,6671,115,Y,361,TOTAL,87,63,17
LOS ANGELES,9003663B,1562,300,N, ,POLLING PLACE,141,54,78
LOS ANGELES,9003663B,1562,300,N, ,VBM PORTION,429,220,160
LOS ANGELES,9003663B,1562,300,N,3031,TOTAL,570,274,238
LOS ANGELES,9003711A,1563,196,N, ,POLLING PLACE,112,78,27
LOS ANGELES,9003711A,1563,196,N, ,VBM PORTION,419,317,61
LOS ANGELES,9003711A,1563,196,N,3160,TOTAL,531,395,88
LOS ANGELES,9003763A,1564,186,N, ,POLLING PLACE,208,153,49
LOS ANGELES,9003763A,1564,186,N, ,VBM PORTION,967,673,158
LOS ANGELES,9003763A,1564,186,N,4928,TOTAL,1175,826,207
LOS ANGELES,9003866A,1565,245,N, ,POLLING PLACE,73,54,16
LOS ANGELES,9003866A,1565,245,N, ,VBM PORTION,224,164,41
LOS ANGELES,9003866A,1565,245,N,1798,TOTAL,297,218,57
LOS ANGELES,9003886D,1566,239,N, ,POLLING PLACE,114,76,36
LOS ANGELES,9003886D,1566,239,N, ,VBM PORTION,370,282,58
LOS ANGELES,9003886D,1566,239,N,2432,TOTAL,484,358,94
LOS ANGELES,9003926B,6673,59,Y, ,POLLING PLACE,2,1,0
LOS ANGELES,9003926B,6673,59,Y, ,VBM PORTION,60,23,30
LOS ANGELES,9003926B,6673,59,Y,133,TOTAL,62,24,30
LOS ANGELES,9003927A,6674,172,Y, ,POLLING PLACE,2,1,1
LOS ANGELES,9003927A,6674,172,Y, ,VBM PORTION,1,1,0
LOS ANGELES,9003927A,6674,172,Y,6,TOTAL,3,2,1
LOS ANGELES,9003937B,6675,176,Y, ,POLLING PLACE,24,15,6
LOS ANGELES,9003937B,6675,176,Y, ,VBM PORTION,101,76,18
LOS ANGELES,9003937B,6675,176,Y,247,TOTAL,125,91,24
LOS ANGELES,9003952A,1567,189,N, ,POLLING PLACE,140,89,35
LOS ANGELES,9003952A,1567,189,N, ,VBM PORTION,525,403,58
LOS ANGELES,9003952A,1567,189,N,3363,TOTAL,665,492,93
LOS ANGELES,9003981A,6676,145,Y, ,POLLING PLACE,101,60,39
LOS ANGELES,9003981A,6676,145,Y, ,VBM PORTION,636,445,143
LOS ANGELES,9003981A,6676,145,Y,1476,TOTAL,737,505,182
LOS ANGELES,9003988A,1568,170,N, ,POLLING PLACE,281,214,64
LOS ANGELES,9003988A,1568,170,N, ,VBM PORTION,1346,1036,170
LOS ANGELES,9003988A,1568,170,N,4420,TOTAL,1627,1250,234
LOS ANGELES,9003989A,6677,115,Y, ,POLLING PLACE,2,1,1
LOS ANGELES,9003989A,6677,115,Y, ,VBM PORTION,12,7,5
LOS ANGELES,9003989A,6677,115,Y,55,TOTAL,14,8,6
LOS ANGELES,9003992A,6678,112,Y, ,POLLING PLACE,3,3,0
LOS ANGELES,9003992A,6678,112,Y, ,VBM PORTION,19,15,3
LOS ANGELES,9003992A,6678,112,Y,84,TOTAL,22,18,3
LOS ANGELES,9004060A,1569,205,N, ,POLLING PLACE,132,87,39
LOS ANGELES,9004060A,1569,205,N, ,VBM PORTION,493,337,120
LOS ANGELES,9004060A,1569,205,N,2865,TOTAL,625,424,159
LOS ANGELES,9004090C,6679,175,Y, ,POLLING PLACE,80,53,27
LOS ANGELES,9004090C,6679,175,Y, ,VBM PORTION,359,255,77
LOS ANGELES,9004090C,6679,175,Y,1599,TOTAL,439,308,104
LOS ANGELES,9004120B,1570,195,N, ,POLLING PLACE,114,81,28
LOS ANGELES,9004120B,1570,195,N, ,VBM PORTION,433,315,84
LOS ANGELES,9004120B,1570,195,N,2783,TOTAL,547,396,112
LOS ANGELES,9004123A,1571,21,N, ,POLLING PLACE,227,74,146
LOS ANGELES,9004123A,1571,21,N, ,VBM PORTION,1234,523,533
LOS ANGELES,9004123A,1571,21,N,4197,TOTAL,1461,597,679
LOS ANGELES,9004127A,6680,195,Y, ,POLLING PLACE,32,23,8
LOS ANGELES,9004127A,6680,195,Y, ,VBM PORTION,112,91,14
LOS ANGELES,9004127A,6680,195,Y,460,TOTAL,144,114,22
LOS ANGELES,9004181A,1572,288,N, ,POLLING PLACE,61,37,20
LOS ANGELES,9004181A,1572,288,N, ,VBM PORTION,301,185,81
LOS ANGELES,9004181A,1572,288,N,1881,TOTAL,362,222,101
LOS ANGELES,9004205A,1573,69,N, ,POLLING PLACE,127,78,40
LOS ANGELES,9004205A,1573,69,N, ,VBM PORTION,459,322,114
LOS ANGELES,9004205A,1573,69,N,3432,TOTAL,586,400,154
LOS ANGELES,9004213A,1574,71,N, ,POLLING PLACE,244,72,159
LOS ANGELES,9004213A,1574,71,N, ,VBM PORTION,913,465,391
LOS ANGELES,9004213A,1574,71,N,3943,TOTAL,1157,537,550
LOS ANGELES,9004215A,1575,306,N, ,POLLING PLACE,159,49,103
LOS ANGELES,9004215A,1575,306,N, ,VBM PORTION,857,445,309
LOS ANGELES,9004215A,1575,306,N,2926,TOTAL,1016,494,412
LOS ANGELES,9004216E,6681,148,Y, ,POLLING PLACE,26,15,10
LOS ANGELES,9004216E,6681,148,Y, ,VBM PORTION,83,61,19
LOS ANGELES,9004216E,6681,148,Y,452,TOTAL,109,76,29
LOS ANGELES,9004230A,6682,148,Y, ,POLLING PLACE,125,78,40
LOS ANGELES,9004230A,6682,148,Y, ,VBM PORTION,772,490,182
LOS ANGELES,9004230A,6682,148,Y,2155,TOTAL,897,568,222
LOS ANGELES,9004237A,6683,169,Y, ,POLLING PLACE,54,38,16
LOS ANGELES,9004237A,6683,169,Y, ,VBM PORTION,365,297,55
LOS ANGELES,9004237A,6683,169,Y,855,TOTAL,419,335,71
LOS ANGELES,9004515A,6685,197,Y, ,POLLING PLACE,14,9,4
LOS ANGELES,9004515A,6685,197,Y, ,VBM PORTION,22,18,4
LOS ANGELES,9004515A,6685,197,Y,331,TOTAL,36,27,8
LOS ANGELES,9005006C,6687,184,Y, ,POLLING PLACE,14,12,1
LOS ANGELES,9005006C,6687,184,Y, ,VBM PORTION,58,44,8
LOS ANGELES,9005006C,6687,184,Y,342,TOTAL,72,56,9
LOS ANGELES,9005007A,6688,184,Y, ,POLLING PLACE,40,28,11
LOS ANGELES,9005007A,6688,184,Y, ,VBM PORTION,163,134,20
LOS ANGELES,9005007A,6688,184,Y,1248,TOTAL,203,162,31
LOS ANGELES,9005020A,6689,189,Y, ,POLLING PLACE,16,11,4
LOS ANGELES,9005020A,6689,189,Y, ,VBM PORTION,96,76,12
LOS ANGELES,9005020A,6689,189,Y,487,TOTAL,112,87,16
LOS ANGELES,9005025A,6690,19,Y, ,POLLING PLACE,1,0,1
LOS ANGELES,9005025A,6690,19,Y, ,VBM PORTION,24,10,14
LOS ANGELES,9005025A,6690,19,Y,65,TOTAL,25,10,15
LOS ANGELES,9005045B,1576,293,N, ,POLLING PLACE,138,85,45
LOS ANGELES,9005045B,1576,293,N, ,VBM PORTION,397,289,82
LOS ANGELES,9005045B,1576,293,N,3258,TOTAL,535,374,127
LOS ANGELES,9005106A,1577,196,N, ,POLLING PLACE,321,233,66
LOS ANGELES,9005106A,1577,196,N, ,VBM PORTION,1149,911,135
LOS ANGELES,9005106A,1577,196,N,3382,TOTAL,1470,1144,201
LOS ANGELES,9005110A,1578,110,N, ,POLLING PLACE,89,40,38
LOS ANGELES,9005110A,1578,110,N, ,VBM PORTION,505,317,148
LOS ANGELES,9005110A,1578,110,N,2698,TOTAL,594,357,186
LOS ANGELES,9005118A,1579,143,N, ,POLLING PLACE,243,187,46
LOS ANGELES,9005118A,1579,143,N, ,VBM PORTION,1018,802,143
LOS ANGELES,9005118A,1579,143,N,3031,TOTAL,1261,989,189
LOS ANGELES,9005124A,1580,166,N, ,POLLING PLACE,366,259,95
LOS ANGELES,9005124A,1580,166,N, ,VBM PORTION,1846,1461,258
LOS ANGELES,9005124A,1580,166,N,4580,TOTAL,2212,1720,353
LOS ANGELES,9005144A,1581,85,N, ,POLLING PLACE,238,137,93
LOS ANGELES,9005144A,1581,85,N, ,VBM PORTION,1252,833,293
LOS ANGELES,9005144A,1581,85,N,3836,TOTAL,1490,970,386
LOS ANGELES,9005152A,1582,88,N, ,POLLING PLACE,208,110,81
LOS ANGELES,9005152A,1582,88,N, ,VBM PORTION,1142,717,277
LOS ANGELES,9005152A,1582,88,N,2980,TOTAL,1350,827,358
LOS ANGELES,9005159A,1583,89,N, ,POLLING PLACE,243,123,104
LOS ANGELES,9005159A,1583,89,N, ,VBM PORTION,1166,733,270
LOS ANGELES,9005159A,1583,89,N,3312,TOTAL,1409,856,374
LOS ANGELES,9005161B,6691,88,Y, ,POLLING PLACE,23,12,10
LOS ANGELES,9005161B,6691,88,Y, ,VBM PORTION,88,45,33
LOS ANGELES,9005161B,6691,88,Y,257,TOTAL,111,57,43
LOS ANGELES,9005177A,6692,75,Y, ,POLLING PLACE,1,1,0
LOS ANGELES,9005177A,6692,75,Y, ,VBM PORTION,5,4,1
LOS ANGELES,9005177A,6692,75,Y,52,TOTAL,6,5,1
LOS ANGELES,9005188A,1584,111,N, ,POLLING PLACE,83,57,16
LOS ANGELES,9005188A,1584,111,N, ,VBM PORTION,267,213,33
LOS ANGELES,9005188A,1584,111,N,2239,TOTAL,350,270,49
LOS ANGELES,9005197A,6693,89,Y, ,POLLING PLACE,48,32,13
LOS ANGELES,9005197A,6693,89,Y, ,VBM PORTION,394,244,102
LOS ANGELES,9005197A,6693,89,Y,963,TOTAL,442,276,115
LOS ANGELES,9005205A,1585,252,N, ,POLLING PLACE,109,74,31
LOS ANGELES,9005205A,1585,252,N, ,VBM PORTION,402,278,87
LOS ANGELES,9005205A,1585,252,N,3169,TOTAL,511,352,118
LOS ANGELES,9005206A,1586,252,N, ,POLLING PLACE,73,42,20
LOS ANGELES,9005206A,1586,252,N, ,VBM PORTION,328,207,94
LOS ANGELES,9005206A,1586,252,N,1782,TOTAL,401,249,114
LOS ANGELES,9005291A,1587,213,N, ,POLLING PLACE,240,129,98
LOS ANGELES,9005291A,1587,213,N, ,VBM PORTION,1226,808,351
LOS ANGELES,9005291A,1587,213,N,4224,TOTAL,1466,937,449
LOS ANGELES,9005303A,1588,206,N, ,POLLING PLACE,113,68,37
LOS ANGELES,9005303A,1588,206,N, ,VBM PORTION,591,391,104
LOS ANGELES,9005303A,1588,206,N,2474,TOTAL,704,459,141
LOS ANGELES,9005315A,6694,206,Y, ,POLLING PLACE,107,61,42
LOS ANGELES,9005315A,6694,206,Y, ,VBM PORTION,691,442,152
LOS ANGELES,9005315A,6694,206,Y,2062,TOTAL,798,503,194
LOS ANGELES,9005322A,1589,206,N, ,POLLING PLACE,187,131,51
LOS ANGELES,9005322A,1589,206,N, ,VBM PORTION,827,587,149
LOS ANGELES,9005322A,1589,206,N,3174,TOTAL,1014,718,200
LOS ANGELES,9005323A,1590,206,N, ,POLLING PLACE,125,84,32
LOS ANGELES,9005323A,1590,206,N, ,VBM PORTION,723,481,154
LOS ANGELES,9005323A,1590,206,N,2529,TOTAL,848,565,186
LOS ANGELES,9005400A,1591,189,N, ,POLLING PLACE,84,60,18
LOS ANGELES,9005400A,1591,189,N, ,VBM PORTION,266,202,37
LOS ANGELES,9005400A,1591,189,N,1736,TOTAL,350,262,55
LOS ANGELES,9005401A,1592,186,N, ,POLLING PLACE,106,65,33
LOS ANGELES,9005401A,1592,186,N, ,VBM PORTION,493,348,80
LOS ANGELES,9005401A,1592,186,N,3158,TOTAL,599,413,113
LOS ANGELES,9005424A,1593,214,N, ,POLLING PLACE,236,141,85
LOS ANGELES,9005424A,1593,214,N, ,VBM PORTION,1106,763,270
LOS ANGELES,9005424A,1593,214,N,3781,TOTAL,1342,904,355
LOS ANGELES,9005428A,1594,59,N, ,POLLING PLACE,249,62,170
LOS ANGELES,9005428A,1594,59,N, ,VBM PORTION,1128,546,485
LOS ANGELES,9005428A,1594,59,N,3233,TOTAL,1377,608,655
LOS ANGELES,9005472A,1595,235,N, ,POLLING PLACE,91,58,30
LOS ANGELES,9005472A,1595,235,N, ,VBM PORTION,279,182,78
LOS ANGELES,9005472A,1595,235,N,2923,TOTAL,370,240,108
LOS ANGELES,9005504A,1596,217,N, ,POLLING PLACE,186,99,82
LOS ANGELES,9005504A,1596,217,N, ,VBM PORTION,1137,737,334
LOS ANGELES,9005504A,1596,217,N,3609,TOTAL,1323,836,416
LOS ANGELES,9005520A,1597,97,N, ,POLLING PLACE,328,134,171
LOS ANGELES,9005520A,1597,97,N, ,VBM PORTION,1597,886,528
LOS ANGELES,9005520A,1597,97,N,4665,TOTAL,1925,1020,699
LOS ANGELES,9005530A,1598,62,N, ,POLLING PLACE,269,126,127
LOS ANGELES,9005530A,1598,62,N, ,VBM PORTION,1232,658,378
LOS ANGELES,9005530A,1598,62,N,4528,TOTAL,1501,784,505
LOS ANGELES,9005634A,1599,71,N, ,POLLING PLACE,72,37,27
LOS ANGELES,9005634A,1599,71,N, ,VBM PORTION,201,133,60
LOS ANGELES,9005634A,1599,71,N,2568,TOTAL,273,170,87
LOS ANGELES,9005635A,1600,71,N, ,POLLING PLACE,83,47,29
LOS ANGELES,9005635A,1600,71,N, ,VBM PORTION,452,300,137
LOS ANGELES,9005635A,1600,71,N,2957,TOTAL,535,347,166
LOS ANGELES,9005646A,1601,95,N, ,POLLING PLACE,315,114,187
LOS ANGELES,9005646A,1601,95,N, ,VBM PORTION,708,311,307
LOS ANGELES,9005646A,1601,95,N,3163,TOTAL,1023,425,494
LOS ANGELES,9005651A,1602,95,N, ,POLLING PLACE,286,58,220
LOS ANGELES,9005651A,1602,95,N, ,VBM PORTION,839,379,361
LOS ANGELES,9005651A,1602,95,N,3384,TOTAL,1125,437,581
LOS ANGELES,9005662A,1603,64,N, ,POLLING PLACE,111,48,57
LOS ANGELES,9005662A,1603,64,N, ,VBM PORTION,490,259,170
LOS ANGELES,9005662A,1603,64,N,3050,TOTAL,601,307,227
LOS ANGELES,9005667A,1604,94,N, ,POLLING PLACE,103,33,60
LOS ANGELES,9005667A,1604,94,N, ,VBM PORTION,528,253,185
LOS ANGELES,9005667A,1604,94,N,2027,TOTAL,631,286,245
LOS ANGELES,9005769B,1605,196,N, ,POLLING PLACE,189,126,53
LOS ANGELES,9005769B,1605,196,N, ,VBM PORTION,572,424,124
LOS ANGELES,9005769B,1605,196,N,4122,TOTAL,761,550,177
LOS ANGELES,9005778A,1606,149,N, ,POLLING PLACE,111,78,28
LOS ANGELES,9005778A,1606,149,N, ,VBM PORTION,716,514,126
LOS ANGELES,9005778A,1606,149,N,3047,TOTAL,827,592,154
LOS ANGELES,9005816A,6695,153,Y, ,POLLING PLACE,52,32,16
LOS ANGELES,9005816A,6695,153,Y, ,VBM PORTION,464,323,106
LOS ANGELES,9005816A,6695,153,Y,1705,TOTAL,516,355,122
LOS ANGELES,9005818A,1607,153,N, ,POLLING PLACE,99,51,41
LOS ANGELES,9005818A,1607,153,N, ,VBM PORTION,567,424,107
LOS ANGELES,9005818A,1607,153,N,2661,TOTAL,666,475,148
LOS ANGELES,9005833A,1608,59,N, ,POLLING PLACE,248,112,124
LOS ANGELES,9005833A,1608,59,N, ,VBM PORTION,1317,808,413
LOS ANGELES,9005833A,1608,59,N,4133,TOTAL,1565,920,537
LOS ANGELES,9005918A,6696,59,Y, ,POLLING PLACE,181,112,61
LOS ANGELES,9005918A,6696,59,Y, ,VBM PORTION,823,473,281
LOS ANGELES,9005918A,6696,59,Y,2034,TOTAL,1004,585,342
LOS ANGELES,9005923A,1609,59,N, ,POLLING PLACE,270,92,163
LOS ANGELES,9005923A,1609,59,N, ,VBM PORTION,1664,805,743
LOS ANGELES,9005923A,1609,59,N,3979,TOTAL,1934,897,906
LOS ANGELES,9005934B,1610,255,N, ,POLLING PLACE,156,77,73
LOS ANGELES,9005934B,1610,255,N, ,VBM PORTION,778,494,238
LOS ANGELES,9005934B,1610,255,N,2460,TOTAL,934,571,311
LOS ANGELES,9006027A,1611,250,N, ,POLLING PLACE,283,126,147
LOS ANGELES,9006027A,1611,250,N, ,VBM PORTION,1434,736,591
LOS ANGELES,9006027A,1611,250,N,3546,TOTAL,1717,862,738
LOS ANGELES,9006030A,1612,250,N, ,POLLING PLACE,265,60,192
LOS ANGELES,9006030A,1612,250,N, ,VBM PORTION,1066,457,533
LOS ANGELES,9006030A,1612,250,N,2850,TOTAL,1331,517,725
LOS ANGELES,9006035A,6697,246,Y, ,POLLING PLACE,3,2,1
LOS ANGELES,9006035A,6697,246,Y, ,VBM PORTION,13,6,5
LOS ANGELES,9006035A,6697,246,Y,100,TOTAL,16,8,6
LOS ANGELES,9006050A,1613,232,N, ,POLLING PLACE,116,77,34
LOS ANGELES,9006050A,1613,232,N, ,VBM PORTION,396,272,69
LOS ANGELES,9006050A,1613,232,N,3045,TOTAL,512,349,103
LOS ANGELES,9006080A,1614,232,N, ,POLLING PLACE,110,86,18
LOS ANGELES,9006080A,1614,232,N, ,VBM PORTION,231,146,40
LOS ANGELES,9006080A,1614,232,N,2974,TOTAL,341,232,58
LOS ANGELES,9006085A,1615,232,N, ,POLLING PLACE,147,105,29
LOS ANGELES,9006085A,1615,232,N, ,VBM PORTION,529,371,94
LOS ANGELES,9006085A,1615,232,N,2928,TOTAL,676,476,123
LOS ANGELES,9006203B,1616,71,N, ,POLLING PLACE,213,81,125
LOS ANGELES,9006203B,1616,71,N, ,VBM PORTION,851,395,421
LOS ANGELES,9006203B,1616,71,N,3660,TOTAL,1064,476,546
LOS ANGELES,9006218A,1617,71,N, ,POLLING PLACE,126,62,57
LOS ANGELES,9006218A,1617,71,N, ,VBM PORTION,526,283,213
LOS ANGELES,9006218A,1617,71,N,3387,TOTAL,652,345,270
LOS ANGELES,9006220A,1618,19,N, ,POLLING PLACE,193,45,131
LOS ANGELES,9006220A,1618,19,N, ,VBM PORTION,782,364,324
LOS ANGELES,9006220A,1618,19,N,2821,TOTAL,975,409,455
LOS ANGELES,9006222A,1619,71,N, ,POLLING PLACE,161,85,67
LOS ANGELES,9006222A,1619,71,N, ,VBM PORTION,466,308,129
LOS ANGELES,9006222A,1619,71,N,3726,TOTAL,627,393,196
LOS ANGELES,9006232A,1620,19,N, ,POLLING PLACE,203,61,128
LOS ANGELES,9006232A,1620,19,N, ,VBM PORTION,944,414,430
LOS ANGELES,9006232A,1620,19,N,3120,TOTAL,1147,475,558
LOS ANGELES,9006246A,1621,19,N, ,POLLING PLACE,275,74,180
LOS ANGELES,9006246A,1621,19,N, ,VBM PORTION,1270,521,607
LOS ANGELES,9006246A,1621,19,N,4019,TOTAL,1545,595,787
LOS ANGELES,9006248A,1622,19,N, ,POLLING PLACE,210,63,131
LOS ANGELES,9006248A,1622,19,N, ,VBM PORTION,1115,423,554
LOS ANGELES,9006248A,1622,19,N,3485,TOTAL,1325,486,685
LOS ANGELES,9006249A,1623,19,N, ,POLLING PLACE,331,84,220
LOS ANGELES,9006249A,1623,19,N, ,VBM PORTION,1434,662,636
LOS ANGELES,9006249A,1623,19,N,4362,TOTAL,1765,746,856
LOS ANGELES,9006255A,1624,19,N, ,POLLING PLACE,281,100,171
LOS ANGELES,9006255A,1624,19,N, ,VBM PORTION,852,357,403
LOS ANGELES,9006255A,1624,19,N,3018,TOTAL,1133,457,574
LOS ANGELES,9006256A,6698,21,Y, ,POLLING PLACE,161,66,83
LOS ANGELES,9006256A,6698,21,Y, ,VBM PORTION,705,310,287
LOS ANGELES,9006256A,6698,21,Y,2222,TOTAL,866,376,370
LOS ANGELES,9006267A,1625,21,N, ,POLLING PLACE,325,102,207
LOS ANGELES,9006267A,1625,21,N, ,VBM PORTION,1343,616,524
LOS ANGELES,9006267A,1625,21,N,4245,TOTAL,1668,718,731
LOS ANGELES,9006268B,6699,21,Y, ,POLLING PLACE,55,24,29
LOS ANGELES,9006268B,6699,21,Y, ,VBM PORTION,257,125,86
LOS ANGELES,9006268B,6699,21,Y,862,TOTAL,312,149,115
LOS ANGELES,9006274A,1626,21,N, ,POLLING PLACE,318,128,168
LOS ANGELES,9006274A,1626,21,N, ,VBM PORTION,931,467,331
LOS ANGELES,9006274A,1626,21,N,3590,TOTAL,1249,595,499
LOS ANGELES,9006293A,1627,21,N, ,POLLING PLACE,243,97,132
LOS ANGELES,9006293A,1627,21,N, ,VBM PORTION,838,380,328
LOS ANGELES,9006293A,1627,21,N,3918,TOTAL,1081,477,460
LOS ANGELES,9006297A,6700,29,Y, ,POLLING PLACE,80,31,45
LOS ANGELES,9006297A,6700,29,Y, ,VBM PORTION,326,190,99
LOS ANGELES,9006297A,6700,29,Y,1180,TOTAL,406,221,144
LOS ANGELES,9006302A,1628,171,N, ,POLLING PLACE,153,113,33
LOS ANGELES,9006302A,1628,171,N, ,VBM PORTION,867,663,164
LOS ANGELES,9006302A,1628,171,N,2743,TOTAL,1020,776,197
LOS ANGELES,9006306C,1629,171,N, ,POLLING PLACE,257,174,71
LOS ANGELES,9006306C,1629,171,N, ,VBM PORTION,1214,879,262
LOS ANGELES,9006306C,1629,171,N,3531,TOTAL,1471,1053,333
LOS ANGELES,9006319A,6701,176,Y, ,POLLING PLACE,100,65,28
LOS ANGELES,9006319A,6701,176,Y, ,VBM PORTION,421,292,79
LOS ANGELES,9006319A,6701,176,Y,1511,TOTAL,521,357,107
LOS ANGELES,9006320A,1630,174,N, ,POLLING PLACE,276,165,91
LOS ANGELES,9006320A,1630,174,N, ,VBM PORTION,1113,738,247
LOS ANGELES,9006320A,1630,174,N,3543,TOTAL,1389,903,338
LOS ANGELES,9006324A,1631,176,N, ,POLLING PLACE,224,135,80
LOS ANGELES,9006324A,1631,176,N, ,VBM PORTION,894,609,183
LOS ANGELES,9006324A,1631,176,N,3373,TOTAL,1118,744,263
LOS ANGELES,9006326A,6702,175,Y, ,POLLING PLACE,14,7,5
LOS ANGELES,9006326A,6702,175,Y, ,VBM PORTION,60,33,22
LOS ANGELES,9006326A,6702,175,Y,176,TOTAL,74,40,27
LOS ANGELES,9006335B,1632,174,N, ,POLLING PLACE,240,108,123
LOS ANGELES,9006335B,1632,174,N, ,VBM PORTION,1254,701,411
LOS ANGELES,9006335B,1632,174,N,3093,TOTAL,1494,809,534
LOS ANGELES,9006337A,6703,174,Y, ,POLLING PLACE,125,63,55
LOS ANGELES,9006337A,6703,174,Y, ,VBM PORTION,653,421,164
LOS ANGELES,9006337A,6703,174,Y,1625,TOTAL,778,484,219
LOS ANGELES,9006368A,6704,299,Y, ,POLLING PLACE,113,40,66
LOS ANGELES,9006368A,6704,299,Y, ,VBM PORTION,529,241,217
LOS ANGELES,9006368A,6704,299,Y,1971,TOTAL,642,281,283
LOS ANGELES,9006380A,1633,306,N, ,POLLING PLACE,246,71,166
LOS ANGELES,9006380A,1633,306,N, ,VBM PORTION,826,376,337
LOS ANGELES,9006380A,1633,306,N,2842,TOTAL,1072,447,503
LOS ANGELES,9006383A,1634,306,N, ,POLLING PLACE,170,62,94
LOS ANGELES,9006383A,1634,306,N, ,VBM PORTION,479,282,143
LOS ANGELES,9006383A,1634,306,N,2653,TOTAL,649,344,237
LOS ANGELES,9006390A,1635,306,N, ,POLLING PLACE,220,93,110
LOS ANGELES,9006390A,1635,306,N, ,VBM PORTION,650,344,221
LOS ANGELES,9006390A,1635,306,N,3036,TOTAL,870,437,331
LOS ANGELES,9006391A,1636,300,N, ,POLLING PLACE,264,92,160
LOS ANGELES,9006391A,1636,300,N, ,VBM PORTION,897,404,406
LOS ANGELES,9006391A,1636,300,N,3323,TOTAL,1161,496,566
LOS ANGELES,9006406A,1637,29,N, ,POLLING PLACE,154,76,67
LOS ANGELES,9006406A,1637,29,N, ,VBM PORTION,592,362,169
LOS ANGELES,9006406A,1637,29,N,3269,TOTAL,746,438,236
LOS ANGELES,9006416A,1638,101,N, ,POLLING PLACE,288,84,183
LOS ANGELES,9006416A,1638,101,N, ,VBM PORTION,1475,662,599
LOS ANGELES,9006416A,1638,101,N,4248,TOTAL,1763,746,782
LOS ANGELES,9006425A,6705,116,Y, ,POLLING PLACE,22,8,13
LOS ANGELES,9006425A,6705,116,Y, ,VBM PORTION,88,50,29
LOS ANGELES,9006425A,6705,116,Y,472,TOTAL,110,58,42
LOS ANGELES,9006431A,1639,116,N, ,POLLING PLACE,172,64,101
LOS ANGELES,9006431A,1639,116,N, ,VBM PORTION,686,327,281
LOS ANGELES,9006431A,1639,116,N,3205,TOTAL,858,391,382
LOS ANGELES,9006436A,1640,116,N, ,POLLING PLACE,152,46,98
LOS ANGELES,9006436A,1640,116,N, ,VBM PORTION,575,304,203
LOS ANGELES,9006436A,1640,116,N,2694,TOTAL,727,350,301
LOS ANGELES,9006443A,1641,115,N, ,POLLING PLACE,202,87,106
LOS ANGELES,9006443A,1641,115,N, ,VBM PORTION,706,386,263
LOS ANGELES,9006443A,1641,115,N,3588,TOTAL,908,473,369
LOS ANGELES,9006445A,1642,115,N, ,POLLING PLACE,183,93,78
LOS ANGELES,9006445A,1642,115,N, ,VBM PORTION,665,407,220
LOS ANGELES,9006445A,1642,115,N,3703,TOTAL,848,500,298
LOS ANGELES,9006471A,1643,101,N, ,POLLING PLACE,221,76,130
LOS ANGELES,9006471A,1643,101,N, ,VBM PORTION,1065,520,381
LOS ANGELES,9006471A,1643,101,N,3635,TOTAL,1286,596,511
LOS ANGELES,9006487A,1644,101,N, ,POLLING PLACE,276,67,198
LOS ANGELES,9006487A,1644,101,N, ,VBM PORTION,1107,466,468
LOS ANGELES,9006487A,1644,101,N,3682,TOTAL,1383,533,666
LOS ANGELES,9006490B,1645,103,N, ,POLLING PLACE,279,69,190
LOS ANGELES,9006490B,1645,103,N, ,VBM PORTION,1071,516,446
LOS ANGELES,9006490B,1645,103,N,3368,TOTAL,1350,585,636
LOS ANGELES,9006495A,1646,103,N, ,POLLING PLACE,293,82,187
